key,LT,bg,bih,de,dk,en,es,fi,fil,fr,id,it,ja,ko,mne,nl,pl,pt,ro,ru,srb,tr,uk,vi,zh
guide_window_processor,,,,,,"Hardware-type node. Generates multiple Clock Speed values based on its level and core count; its level can be upgraded with Money to enhance all core performance, and its core count can be upgraded with Money to increase output quantity. Clock Speed is measured in hertz (Hz), representing cycles (C) per second, and can also be boosted using Component Boost.",,,,,,,ハードウェアタイプのノードです。レベルとコアの数に基づき、複数のクロック速度を生産します。レベルはクレジットでアップグレード可能で、全てのコアの性能を強化します。コアの数もクレジットで強化でき、出力の数を増やします。クロック速度はサイクル(C)毎秒、つまりヘルツ(Hz)で計算され、設備ブーストでブーストすることもできます。,,,,,"Nódulo do tipo hardware. Gera vários valores de Velocidade de Clock com base em seu nível e contagem de núcleos; seu nível pode ser atualizado com Dinheiro para melhorar o desempenho de todos os núcleos, e sua contagem de núcleos pode ser atualizada com Dinheiro para aumentar a quantidade de saídas. A Velocidade de Clock é medida em hertz (Hz), representando ciclos (C) por segundo, e pode ser impulsionada usando Impulso de Componente.",,,,,,,
upgrade_research_desc,,,,,,Unlocks researching and the Data Lab,Desbloquea la investigación y el Laboratorio de Datos.,,,Débloque les recherches et le Data Labs.,,,リサーチとデータラボをアンロックします,,,,,Desbloqueia pesquisas e o Laboratório de Dados,,,,,,,
upgrade_sync_efficiency,,,,,,Sync Efficiency,,,,Efficacité du sync,,,同期効率,,,,,Eficiência de Sincronização,,,,,,,
resource_boost_research,,,,,,Research Boost,Impulso de investigación,,,Booster de recherche,Pelaju Penelitian,,リサーチブースト,연구 부스트,,,Wzmocnienie Badań,Impulso de Pesquisa,,,,,,,
tool_cursor,,,,,,Cursor Tool,,,,Outil curseur,Alat Kursor,,カーソルモード,커서 툴,,,Kursor,Ferramenta Cursor,,,,,,,
perk_max_rest_time_desc,,,,,,Increases Rest Time capacity by 30 seconds,,,,,,,休憩時間のキャパシティを30秒増加させます,,,,,Aumenta a capacidade de Tempo de Descanso em 30 segundos,,,,,,,
research_bitcoin,,,,,,Bitcoin Mining,Minería de Bitcoin,,,Bitcoin Mining,,,ビットコインマイニング,,,,,Mineração de Bitcoin,,,,,,,
perk_code_specialization,,,,,,Coding Specialization,,,,,,,コーディングの練習,,,,,Especialização em Programação,,,,,,,
guide_files,,,,,,Files,Archivos,,,Fichiers,,,ファイル,,,,,Arquivos,,,,,,,
setting_ui_scale,,,,,,UI Scale,Escala de IU,,,Échelle UI,Ukuran UI,,UIスケール,UI 스케일,,,Skala Interfejsu,Escala da Interface,,,,,,,UI 縮放
window_folder_desc,,,,,,Stores files of the same type and combines them in a single output,,,,Stock les fichiers de même type et les combine en une seule sortie,,,"同じ種類のファイルを貯蔵し、1つの出力にまとめます,",,,,,Armazena arquivos do mesmo tipo e os combina em uma única saída,,,,,,,
guide_file_modifiers_trojan,,,,,, Trojan-Injected: Grants Infected Computer on upload based on the file's quality,,,, Injecté par Trojan : Accorde un ordinateur infecté lors de l’Upload en fonction de la qualité du fichier, Terinjeksi-Trojan: Memberikan Komputer yang terinfeksi saat diunggah berdasarkan kualitas file,, トロイの木馬:ファイルの品質に基づき感染済みコンピューターを生み出す,,,,, Injetado com Cavalo de Tróia: Concede Computador Infectado no upload,,,,,,,
window_generator_text,,,,,,Text Generator,Generador de texto,,,Générateur de texte,,,テキストジェネレーター,텍스트 생산기,,,,Gerador de Texto,,,,,,,文字生成器
window_commit,,,,,,Commit,,,,Valider,,,コミット,,,,,Comitar,,,,,,,
stats_scanned,,,,,,Files Scanned,Archivos escaneados,,,Fichiers Scannés,File Dipindai,,スキャンしたファイル,,,,,Arquivos Escaneados,,,,,,,已掃描檔案
research_breach_bank_desc,,,,,,Unlocks random appearing banks that can be attacked to steal Tokens,,,,Débloque l'apparition aléatoire de banques pouvant être attaquées pour voler des jetons,Membuka kemunculan bank secara acak yang dapat diserang untuk mencuri Token,,ランダムに出現する銀行のデータに侵入してトークンを盗めるようになります,,,,,Desbloqueia bancos que aparecem aleatoriamente e podem ser atacados para roubar fichas,,,,,,,
tool_connection_editor_on,,,,,,Connection Editor On,Editor de conexiones activado,,,Éditeur de connexion activé,Penyusun Koneksi Hidup,,接続エディタモードオン,연결선 편집기 켜짐,,,Edytor łączeń Włączony,Editor de Conexão ON,,,,,,,
window_downloader_game_desc,,,,,,Downloads Game Files using Download Speed,Descarga archivos de juegos usando la velocidad de descarga,,,Télécharge des fichiers de jeu à l'aide de la vitesse de Download,Unduh File Permainan menggunakan Kecepatan Unduh,,ダウンロード速度を使用してゲームファイルをダウンロードします,다운로드 속도를 사용해 게임 파일을 다운로드,,,,Baixa arquivos de Jogo usando Velocidade de Download,,,,,,,
achievement_out_of_memory_desc,,,,,,Reach maximum node capacity,Alcanza la capacidad máxima del nodo,,,,Capai maksimal kapasitas node,,ノード個数の上限に達する,,,,,Atinja a capacidade máxima de nódulos,,,,,,,
guide_window_debug,,,,,,"Debugs inserted code, adding the debugged modifier and increasing the code quality by 4x. Codes have a 50% chance of having the bugged modifier, which reduces its quality by 4x.",,,,,,,入力されたコードをデバッグします。デバッグされたコードは価値が4倍になります。コードの50%にはバグがあります。バグのあるコードは価値が1/4になります。,,,,,"Depura códigos inseridos, adicionando o modificador depurado e aumentando a qualidade do código em 4x. Códigos possuem uma chance de 50% de estarem bugados, que reduz sua qualidade em 4x.",,,,,,,
resource_bool,,,,,,bool,bool,,,bool,bool,,bool,bool,,,bool,bool,,,,,,,bool
window_compiler,,,,,,Compiler,Compilador,,,Compilateur,,,コンパイラー,컴파일러,,,,Compilador,,,,,,,
free,,,,,,Free,Gratis,,,Gratuit,Gratis,,無料,무료,,,Darmowe,Gratuito,,,,,,,免費
window_thread_manager_desc,,,,,,Splits Clock Speed into two different outputs,Divide la velocidad del reloj en dos salidas diferentes,,,Divise la vitesse d'horloge en deux sorties différentes,Membagi Kecepatan Clock kedalam 2 aliran yang berbeda,,クロック速度を2つに分割して出力します,클럭 속도를 두 개의 다른 산출로 분리,,,,Divide Velocidade de Clock em duas velocidades diferentes,,,,,,,
window_decompiler_desc,,,,,,Decompiles Programs into Text,Descompila programas en texto,,,Décompile les programmes en texte,,,プログラムファイルをデコンパイルしてテキストファイルにします,프로그램을 텍스트로 치환,,,,Decompila Programas em Textos,,,,,,,
resource_sound,,,,,,Sound,Sonido,,,Son,Suara,,音声,사운드,,,Dźwięk,Som,,,,,,,音檔
window_ghost_attack,,,,,,Ghost Attack,Ataque fantasma,,,Attaque fantôme,,,すり抜け攻撃,,,,,Ataque Fantasma,,,,,,,
<!MissingKey:Tokens Pack>,,,,,,Tokens Pack,,,,,,,トークンパック,,,,,Pacote de Fichas,,,,,,,
window_movie_renderer,,,,,,Movie Renderer,Renderizador de películas,,,Rendu de film,,,動画レンダラー,영화 렌더링,,,,Renderizador de Vídeo,,,,,,,
resource_string_desc,,,,,,Complex variable produced from coding using char + char.,Una variable compleja producida a partir de la codificación utilizando char + char.,,,Variable complexe produite à partir du codage en utilisant char + char.,Variabel Kompleks yang diproduksi dari pengkodean menggunakan char + char.,,charとcharを使ってコーディングすることで生産される複素数型の変数です,char + char의 조합으로 코딩 시 생산되는 복소 변수,,,"Zmienna złożona wytworzona przy użyciu kodowania z wykorzystaniem typu char + char.
",Variável complexa produzida através da programação usando char + char.,,,,,,,
action_enter,,,,,,Enter,Enter,,,Entrer,Masuk,,入る,진입,,,Wejdź,Entrar,,,,,,,進入
upgrade_optimization_compression_desc,,,,,,Reduces clock cycles required by the Compressor by half,Reduce a la mitad los ciclos de reloj requeridos por el Compresor,,,,,,コンプレッサーに必要なクロックサイクルを半分にします,,,,,Reduz pela metade os ciclos de clock necessários pelo Compressor,,,,,,,
guide_window_breach_government,,,,,,"Breach target. Insert any damage to attempt to breach the government during the time limit. If you are successful, you will receive Government Intel. Successfully breaching the government at its maximum threat level will also raise its maximum threat level, increasing difficulty and rewards.",,,,,,,標的のデータに侵入します。任意のダメージを入力することで、政府データへの侵入を開始します。制限時間内に成功すると国家機密を獲得できます。最大脅威レベルで成功した場合は最大脅威レベルが上昇します。脅威レベルが上がるほど難易度と報酬も上がります。,,,,,"Alvo de brecha. Insira qualquer dano para tentar invadir o governo durante o tempo limite. Se você for bem-sucedido, receberá Inteligência Governamental. Invadir com sucesso o governo em seu nível máximo de ameaça também aumentará seu nível máximo de ameaça, aumentando a dificuldade e as recompensas.",,,,,,,
guide_window_breach_bank,,,,,,"Breach target. Insert any damage to attempt to breach banks during the time limit. If you are successful, you will receive Tokens and will also raise its maximum threat level permanently, increasing difficulty. Completing or failing the breach will cause the node to collapse.",,,,,,,標的のデータに侵入します。任意のダメージを入力することで、銀行データへの侵入を開始します。もし制限時間内に成功するとトークンを獲得でき、また脅威レベルが永続的に上昇して難易度が上がります。成功しても失敗してもノードは消滅します。,,,,,"Alvo de violação. Insira qualquer dano para tentar invadir os bancos durante o tempo limite. Se você for bem-sucedido, receberá fichas e também aumentará seu nível máximo de ameaça permanentemente, aumentando a dificuldade. Concluir ou falhar na brecha fará com que o nódulo entre em colapso.",,,,,,,
upgrade_optimization_distillation_desc,,,,,,Reduces clock cycles required by the Distillator by half,,,,,,,ディスティレーターに必要なクロックサイクルを半分にします,,,,,Reduz pela metade os ciclos de clock necessários pelo Destilador,,,,,,,
window_downloader_text,,,,,,Text Downloader,Descargador de texto,,,Texte Downloader,Pengunduh Teks,,テキストダウンローダー,텍스트 다운로드,,,,Downloader de Texto,,,,,,,
window_water_cooler,,,,,,Water Cooler,Enfriador de agua,,,Refroidisseur liquide ,,,水冷器,,,,,Refrigerador de Água,,,,,,,
resource_trojan_desc,,,,,,Infiltrates computers when injected onto a file; production scales with Hack Level.,,,,Infiltre les ordinateurs lorsqu'ils sont injectés dans un fichier ; la production évolue avec le niveau de hack.,Menginfiltrasi komputer ketika disuntikkan ke dalam file; produksi membesar berdasarkan Level Retas.,,ファイルに注入するとコンピュータに侵入します。生産量はハックレベルに比例します,파일에 주입해 컴퓨터에 침투가능; 해킹 레벨에 비례해 생산 증가,,,Infiltruje komputer po wrzuceniu do pliku; produkcja wzrasta wraz z Poziomem Hakowania.,Se infiltra em computadores quando injetado em arquivos; Produção aumenta com nível de hack.,,,,,,,
window_redownloader_desc,,,,,,"Re-downloads missing files' parts, fixing corruption","Vuelve a descargar partes de archivos faltantes, reparando la corrupción",,,"Retélécharge les parties de fichiers manquantes, corrigeant la corruption","Unduh kembali bagian file yang hilang, memperbaiki kerusakan",,ファイルの不足部分を再ダウンロードし、破損を修復します,파일을 다시 다운받아 손상된 부분 보수,,,,"Rebaixa partes em falta de arquivos, removendo corrupção",,,,,,,
resource_ethereum,,,,,,Ethereum,Ethereum,,,Ethereum,Ethereum,,イーサリアム,Ethereum,,,Ethereum,Ethereum,,,,,,,Ethereum
perk_cheapskate_desc,,,,,,Reduces money costs by 5%,Reduce los costes de dinero en un 5%,,,,,,クレジット消費量が5%減少します,,,,,Reduz os custos de dinheiro em 5%,,,,,,,
guide_window_storage,,,,,,"Stores files for use in the Server, provided sufficient storage space is available.",,,,,,,サーバーで使用するファイルを保存します。ただし、十分なストレージ容量が利用可能な場合に限ります。,,,,,"Armazena arquivos para ser usado no Servidor, desde que haja espaço de armazenamento suficiente.",,,,,,,
resource_vector,,,,,,Vector,Vector,,,Vector,Vector,,Vector,Vector,,,Vector,Vector,,,,,,,Vector
perk_mine_tether_desc,,,,,,"Unlocks Tether mining, a stable coin that is automatically converted into Money","Desbloquea la minería de Tether, una moneda estable que se convierte automáticamente en dinero.",,,,,,自動的にクレジットに変換される、変動率0の暗号通貨テザーのマイニングをアンロックします,,,,,"Desbloqueia a mineração de Tether, uma criptomoeda que é automaticamente convertida em Dinheiro",,,,,,,
menu_coding,,,,,,Coding,Codificación,,,Codage,,,コーディング,,,,,Programação,,,,,,,
perk_rest_time_multiplier_desc,,,,,,Increases Rest Time gained by 10%,,,,,,,休憩時間の獲得量が10%増加します,,,,,Aumenta o Tempo de Descanso ganho em 10%,,,,,,,
research_breach_government_desc,,,,,,Unlocks the ability to breach public institutions and steal intel for research purposes,,,,Débloque la capacité à infiltrer des institutions publiques et à voler des renseignements à des fins de recherche,Membuka kemampuan untuk menerobos institusi publik dan mencuri intelijen untuk keperluan penelitian,,政府データに侵入し、秘匿データを盗んでリサーチ入手量を増やすことができるようになります,,,,,Desbloqueia a habilidade de invadir corporações e roubar inteligência para propósitos de pesquisa,,,,,,,
stats_enhanced,,,,,,Files Enhanced,,,,Fichiers Optimisés,File Ditingkatkan,,拡張したファイル,,,,,Arquivos Aprimorados,,,,,,,
resource_trojan,,,,,,Trojan,Troyano,,,Trojan,Trojan,,トロイの木馬,트로이 바이러스,,,Trojan,Cavalo de Tróia,,,,,,,
perk_auto_collect_desc,,,,,,"Unlocks the Auto Collector, which automatically collects inserted resources","Desbloquea el Autocolector, que recolecta automáticamente los recursos insertados",,,,,,入力されたリソースを自動的に収集する自動収集器をアンロックします,,,,,"Desbloqueia o Auto Coletor, que automaticamente coleta recursos inseridos",,,,,,,
action_add_gpu,,,,,,Add GPU,Agregar GPU,,,Ajouter GPU,Tambahkan GPU,,GPUを配置する,GPU 추가,,,Dodaj Kartę Graficzną,Ad. GPU,,,,,,,新增 GPU
resource_neuron_text_desc,,,,,,Produced from AI training on Text files.,,,,Produit à partir de la formation à l'IA sur les fichiers texte.,Diproduksi dari pelatihan AI pada file Teks.,,テキストファイルでAIをトレーニングすることによって生産されます,텍스트 파일의 AI 트레이닝을 통해 생산,,,Wytwarzane na podstawie treningu Sztucznej Inteligencji  na Plikach Tekstowych.,Produzido através do treinamento de IAs usando arquivos de texto.,,,,,,,
